proton_flux_pfu,kp_index,x_ray_class,latitude,altitude_fl,hours_since_onset,high_risk
7.790147310043853,0.06992973480434428,0.11416721970522577,64.91047612182118,280,0.0,0
43.72516262131701,3.507727764683416,1.8345100390872988,61.9525751398889,280,0.38153017054064375,0
0.7775714610711628,0.008672757999580782,0.17402169989063404,50.0371271018339,390,0.0,0
3.715008131227213,2.5915587417234436,1.9620240253954222,68.32709973057688,280,0.0,0
4.356622632607898,1.7204801856794965,0.9703112290750197,33.097733893135086,280,0.0,0
0.7007798445797343,0.24128633106394148,0.4129416669326421,38.5754231726642,280,0.0,0
7.464891690738055,0.2005603408918415,0.6765415050444089,5.484809285187797,390,0.0,0
9.89770030176057,2.0480173757445614,0.31709971568157425,20.571362971295688,310,0.0,0
3.4222758579082155,1.1333945086219557,0.6854412278689099,25.947199456291152,310,0.0,0
21.94430077677742,4.818655355528505,9.828127613143472,36.28664694989878,280,0.8658292875324917,0
1.8830409617121762,2.395844425050341,1.9943500871144286,17.566791957306613,390,0.0,0
5.0311495619039,2.170394201315691,1.8469992861691735,31.376416321136062,370,0.0,0
5.458771910357004,2.7405449240989492,1.9589034222227055,20.70679345480937,390,0.0,0
9.108606705728812,1.5649394258534297,1.80924124902834,3.004465873627291,280,0.0,0
87.37370843514672,3.8200894542782047,2.133286313377937,43.51153920892375,310,0.30759011442192985,0
0.4378157297610753,1.3750024351040837,0.28765322965576823,22.743894752921392,350,0.0,0
38.4698175729244,5.051310007367843,4.864433679284916,50.56557107368122,280,0.698401595693379,0
28099.473670625706,8.89257271584192,83.2019713458474,82.55330172794744,410,1.867558054645186,1
25081.955883138166,8.38655756217187,87.50374727757966,60.84811591235763,370,4.435278295283135,1
3.3572959233544135,3.0186742844421746,1.3273799743857213,60.609150229752984,350,0.0,0
3.5419846891207243,1.1442180931727868,1.8882298577178525,69.60207046857101,350,0.0,0
8.34297663214235,0.7624305215925977,0.9602266611146285,40.779933865486406,330,0.0,0
6.754705251622332,3.1159027677620195,0.617728325022678,62.1743586265023,280,0.0,0
1871.3595935823023,6.130921312146499,82.06885966665564,76.45416572439949,410,6.008127813129102,1
4544.409105389091,7.908323022632989,109.96696629262131,67.33549926478355,390,3.254451923783656,1
6.153160713425661,3.472865225596372,1.3582045636915334,12.512972168452432,390,0.0,0
13.41910728344497,4.514372786096876,3.077745951560734,25.176926691299112,350,0.4640660299019084,0
34.92363049571968,4.668279160885024,9.901607620696593,57.96585038908788,330,0.0444070036278168,0
2.620074645501611,2.0632721564121375,1.8422175131373906,27.299104372376284,280,0.0,0
79.53610203790677,4.662479189310956,9.328529760212586,62.124341029874735,280,0.5653950989700408,0
5.205561201006581,3.3607910158303875,1.3001699326018783,5.308331580528147,280,0.0,0
1.3192218095199342,2.5095681546701103,1.062110732024469,40.17062309077049,330,0.0,0
95.38660758916123,4.925759713334387,1.679593421226309,33.498489462357554,310,0.02586240252349814,0
1.586304346038557,0.7086987083559113,0.2468054574819419,60.16855461906884,350,0.0,0
1937.9683904318902,7.2177602360036435,11.804778640015364,56.184785772170414,330,4.274147767982415,1
6.464047647655859,2.420439514875965,0.8600474919903845,33.938129362659,280,0.0,0
7.913169484267829,2.697835986413374,0.8000895862901344,35.98195534378223,370,0.0,0
1.5712696561427197,2.475435179683693,0.2578572719148978,63.50391821198102,330,0.0,0
683.4138216083969,5.207843894401448,11.320076716636112,64.75897540367896,350,4.8867647025557055,1
